evoked?,context,question,source,context_id,question_id,highlight
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person,",We always think maps are roads and streets.,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-614.0,1566050202.7d8eb7f2409fcaaed504287467c6e69f.36.0,Baltimore
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person,",What are some of these other ways?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-614.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.0,each dot represents a person
True,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",Each dot is a person.,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566050202.7d8eb7f2409fcaaed504287467c6e69f.36.6,dot represents a person
True,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",Which network? ,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566069837.6088e0628ea2e7bc595aa59e927d5a11.36.6,within the network
True,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",How diverse is this network?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566072906.34d751bae9ae6d8d211aba656d626f55.36.6,each color represents a community within the network
True,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",How many communities are there?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.6,community within the network
True,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",What is considered a network?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.6,within the network.
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",How are cities mapped out?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566072906.34d751bae9ae6d8d211aba656d626f55.36.0,within the network
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",Is the city segregated?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1565638102.f97d405b607c9aca212d884d340cb014.35.12,dot represents a person
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",What other ways should we think about cities?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.0,within the network.
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",Why are African Americans and Latinos worries different than geeks?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.12,community within the network
False,"Today, I want to show you a new kind of map. This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network.",What are some other community names?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-730.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.12,each color represents a community within the network
True,"This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right.",How would it look?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-846.0,1565638102.f97d405b607c9aca212d884d340cb014.35.9,I'm here on the green side
True,"This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right.",Why is this version of a map necessary?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-846.0,1565647887.f687d362a4d3bb14d61bd302f2dc9ca5.35.9,community within the network
True,"This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right.",What is TEDx?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-846.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.9,TEDx
False,"This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right.",What are some other community names?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-846.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.12,community within the network
False,"This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right.",What kind of map are we talking about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-846.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.3,I'm here on the green side
False,"This is not a geographic map. This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right.",Does this map also represent socio-economic status?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-846.0,1565647887.f687d362a4d3bb14d61bd302f2dc9ca5.35.15,TEDx
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",The other side are the minorities.,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566050202.7d8eb7f2409fcaaed504287467c6e69f.36.9,on the other side of the network
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What are African-American and Latino people concerned about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566069837.6088e0628ea2e7bc595aa59e927d5a11.36.9,are really concerned about somewhat different things
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What are the geeks concerned about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566072906.34d751bae9ae6d8d211aba656d626f55.36.9,concerned about somewhat different things than the geeks are
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What kind of things are they concerned about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.9,concerned about somewhat different things
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What are the Latino folks concerned about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.9,Latino folks who are really concerned about somewhat different
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",What is new about this kind of map?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.3,on the other side of the network
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",It's not a standard geographic map.,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566050202.7d8eb7f2409fcaaed504287467c6e69f.36.3,on the other side of the network
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",who do they identify with living in DC/Maryland/Virginia? ,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566069837.6088e0628ea2e7bc595aa59e927d5a11.36.15,on the other side of the network
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",Why do people not travel more?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.15,are really concerned about somewhat different things
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are,",Is there a large hip-hop music scene in Baltimore?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1034.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.15,are really concerned about somewhat different things
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it,",Is the city segregated?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1147.0,1565638102.f97d405b607c9aca212d884d340cb014.35.12,primarily African-American and Latino folks
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it,",Can this map version up to interpretation?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1147.0,1565647887.f687d362a4d3bb14d61bd302f2dc9ca5.35.12,but just to give some sense
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it,",Why are African Americans and Latinos worries different than geeks?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1147.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.12,geeks
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it,",Is there a large hip-hop music scene in Baltimore?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1147.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.15,geeks
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it,",How can you map people?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1147.0,1565638102.f97d405b607c9aca212d884d340cb014.35.6,geeks
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it,",How many people are in Baltimore?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1147.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.6,primarily African-American and Latino folks
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",Our network seems like it is a small town.,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566050202.7d8eb7f2409fcaaed504287467c6e69f.36.12,we're living in a very small town
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",why does it seem like a small town?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566069837.6088e0628ea2e7bc595aa59e927d5a11.36.12,seems as though we're living in a very small town
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",Are you part of any other networks?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566072906.34d751bae9ae6d8d211aba656d626f55.36.12,for those of us that inhabit it
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",How small is it?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.12,very small town
True,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",What are some other community names?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.12,we call Smalltimore
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",What is your town's population?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.37.0,for those of us that inhabit it
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",Why is this version of a map necessary?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1565647887.f687d362a4d3bb14d61bd302f2dc9ca5.35.9,very small town
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",What sports do the people of Baltimore care about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.18,we call Smalltimore
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",Each dot is a person.,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566050202.7d8eb7f2409fcaaed504287467c6e69f.36.6,seems as though we're living in a very small town
False,"This is a map of the relationships between people in my hometown of Baltimore, Maryland, and what you can see here is that each dot represents a person, each line represents a relationship between those people, and each color represents a community within the network. Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town.",What kind of sports connect the communities?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1209.0,1566080968.493c6f2af71a1e7e6e66637c130101f9.36.18,very small town
True,"Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town. We see the same people over and over again, but that's because we're not really exploring the full depth and breadth of the city.",Are people isolated?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1339.0,1565638102.f97d405b607c9aca212d884d340cb014.35.15,same people over and over
True,"Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town. We see the same people over and over again, but that's because we're not really exploring the full depth and breadth of the city.",Does this map also represent socio-economic status?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1339.0,1565647887.f687d362a4d3bb14d61bd302f2dc9ca5.35.15,We see the same people over and over
True,"Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town. We see the same people over and over again, but that's because we're not really exploring the full depth and breadth of the city.",Why do people not travel more?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1339.0,1565716504.45a1544a5dd2ce8306f72bc7d27d42a8.35.15,exploring
False,"Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town. We see the same people over and over again, but that's because we're not really exploring the full depth and breadth of the city.",What network are you referring to?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1339.0,1566063202.ff6fb2ea5ea9997c79529a17bb1ca804.38.0,We see the same people over and over
False,"Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town. We see the same people over and over again, but that's because we're not really exploring the full depth and breadth of the city.",What are the Latino folks concerned about?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1339.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.36.9,We see the same people over and over
False,"Now, I'm here on the green side, down on the far right where the geeks are, and TEDx also is down on the far right. (Laughter) Now, on the other side of the network, you tend to have primarily African-American and Latino folks who are really concerned about somewhat different things than the geeks are, but just to give some sense, the green part of the network we call Smalltimore, for those of us that inhabit it, because it seems as though we're living in a very small town. We see the same people over and over again, but that's because we're not really exploring the full depth and breadth of the city.",Are the communities united in other ways?,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt,Ted-MDB-Annotations/English/raw/01/talk_2150_en_inter.txt-1339.0,1566056087.6877b4823a282cd8b05b56bf994aead3.37.3,same people over and over
